Component,Chemical Formula,salt,Concentration,Temperature,Pressure,Pressure 1,Concentration 2,Pressure 2
,,Na2CO3,10.0000,51.0800,12.4800,0.0000,,
,,Na2CO3,10.0000,60.9800,19.9800,0.0000,,
,,Na2CO3,10.0000,70.0900,30.1300,0.0000,,
,,Na2CO3,10.0000,83.6400,52.4900,0.0000,,
,,Na2CO3,10.0000,101.2100,101.2700,0.0000,,
,,Na2CO3,15.0000,32.0100,4.4800,0.0000,,
,,Na2CO3,15.0000,43.8500,8.4800,0.0000,,
,,Na2CO3,15.0000,51.5300,12.4800,0.0000,,
,,Na2CO3,15.0000,61.4800,19.9800,0.0000,,
,,Na2CO3,15.0000,70.6300,29.9800,0.0000,,
,,Na2CO3,15.0000,84.2100,52.4900,0.0000,,
,,Na2CO3,15.0000,101.8200,101.2800,0.0000,,
,,Na2CO3,20.0000,32.6100,4.4800,0.0000,,
,,Na2CO3,20.0000,44.4700,8.4800,0.0000,,
,,Na2CO3,20.0000,52.1800,12.4800,0.0000,,
,,Na2CO3,20.0000,62.1500,19.9800,0.0000,,
,,Na2CO3,20.0000,71.3300,29.9800,0.0000,,
,,Na2CO3,20.0000,84.9600,52.4900,0.0000,,
,,Na2CO3,20.0000,102.6100,101.2700,0.0000,,
,,Na2CO3,25.0000,45.1600,8.4700,0.0000,,
,,Na2CO3,25.0000,52.9100,12.4800,0.0000,,
,,Na2CO3,25.0000,62.9100,19.9800,0.0000,,
,,Na2CO3,25.0000,72.1000,29.9800,0.0000,,
,,Na2CO3,25.0000,85.7600,52.4900,0.0000,,
,,Na2CO3,25.0000,103.4400,101.2700,0.0000,,
,,Na2CO3,30.0000,46.5800,8.4800,0.0000,,
,,Na2CO3,30.0000,54.3300,12.4700,0.0000,,
,,Na2CO3,30.0000,64.3700,19.9800,0.0000,,
,,Na2CO3,30.0000,73.5700,29.9800,0.0000,,
,,Na2CO3,30.0000,87.2400,52.4800,0.0000,,
,,Na2CO3,30.0000,104.8900,101.2800,0.0000,,
Component 1,Na2SO4,Na2SO4,,,,,,
,,Na2SO4,Wt. %,°C,atm,,,
,,Na2SO4,1.0040,100.0820,1.0000,0.0000,,
,,Na2SO4,2.0190,100.1630,1.0000,0.0000,,
,,Na2SO4,2.9990,100.2390,1.0000,0.0000,,
,,Na2SO4,4.0060,100.3190,1.0000,0.0000,,
,,Na2SO4,5.0380,100.3960,1.0000,0.0000,,
,,Na2SO4,6.0960,100.4780,1.0000,0.0000,,
,,Na2SO4,7.1030,100.5550,1.0000,0.0000,,
,,Na2SO4,8.1010,100.6370,1.0000,0.0000,,
,,Na2SO4,9.0560,100.7140,1.0000,0.0000,,
,,Na2SO4,10.1620,100.8020,1.0000,0.0000,,
,,Na2SO4,11.1880,100.8860,1.0000,0.0000,,
,,Na2SO4,12.1790,100.9710,1.0000,0.0000,,
,,Na2SO4,13.1340,101.0530,1.0000,0.0000,,
,,Na2SO4,14.1780,101.1380,1.0000,0.0000,,
,,Na2SO4,15.1740,101.2280,1.0000,0.0000,,
Component 1,NaBr,NaBr,,,,,,
,,NaBr,mol/kg H2O,Kelvin,kPa,,,
,,NaBr,0.0000,298.1500,3.1667,0.0000,,
,,NaBr,0.1000,298.1500,3.1564,0.0000,,
,,NaBr,0.2000,298.1500,3.1475,0.0000,,
,,NaBr,0.4000,298.1500,3.1261,0.0000,,
,,NaBr,0.6000,298.1500,3.1054,0.0000,,
,,NaBr,0.8000,298.1500,3.0845,0.0000,,
,,NaBr,1.0000,298.1500,3.0628,0.0000,,
,,NaBr,1.5000,298.1500,3.0072,0.0000,,
,,NaBr,2.0000,298.1500,2.9502,0.0000,,
,,NaBr,2.5000,298.1500,2.8891,0.0000,,
,,NaBr,3.0000,298.1500,2.8239,0.0000,,
,,NaBr,3.5000,298.1500,2.7538,0.0000,,
,,NaBr,4.0000,298.1500,2.6790,0.0000,,
,,NaBr,4.5000,298.1500,2.5999,0.0000,,
,,NaBr,5.0000,298.1500,2.5166,0.0000,,
,,NaBr,5.5000,298.1500,2.4321,0.0000,,
,,NaBr,6.0000,298.1500,2.3469,0.0000,,
,,NaBr,6.5000,298.1500,2.2577,0.0000,,
,,NaBr,7.0000,298.1500,2.1644,0.0000,,
,,NaBr,7.5000,298.1500,2.0758,0.0000,,
,,NaBr,8.0000,298.1500,1.9849,0.0000,,
,,NaBr,8.5000,298.1500,1.8973,0.0000,,
,,NaBr,9.0000,298.1500,1.8108,0.0000,,
,,NaBr,9.1310,298.1500,1.7877,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,Wt. %,°C,atm,,,
,,KCl,1.2960,100.1540,1.0000,0.0000,,
,,KCl,2.0010,100.2380,1.0000,0.0000,,
,,KCl,2.9700,100.3590,1.0000,0.0000,,
,,KCl,3.9510,100.4890,1.0000,0.0000,,
,,KCl,5.0690,100.6330,1.0000,0.0000,,
,,KCl,5.9220,100.7510,1.0000,0.0000,,
,,KCl,7.0240,100.9080,1.0000,0.0000,,
,,KCl,8.0910,101.0550,1.0000,0.0000,,
,,KCl,9.1100,101.2090,1.0000,0.0000,,
,,KCl,10.0880,101.3660,1.0000,0.0000,,
,,KCl,11.1420,101.5260,1.0000,0.0000,,
,,KCl,12.1340,101.7000,1.0000,0.0000,,
,,KCl,13.1600,101.8830,1.0000,0.0000,,
,,KCl,14.1670,102.0580,1.0000,0.0000,,
,,KCl,15.1220,102.2430,1.0000,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kg/cm2 (kp/cm2),,,
,,KCl,0.5490,423.1500,4.7420,0.0000,,
,,KCl,0.5490,473.1500,15.5600,0.0000,,
,,KCl,0.5490,523.1500,39.8100,0.0000,,
,,KCl,0.5490,573.1500,85.7000,0.0000,,
,,KCl,0.5490,623.1500,164.1000,0.0000,,
,,KCl,0.9660,423.1500,4.6910,0.0000,,
,,KCl,0.9660,473.1500,15.4100,0.0000,,
,,KCl,0.9660,523.1500,39.2700,0.0000,,
,,KCl,0.9660,573.1500,84.7800,0.0000,,
,,KCl,0.9660,623.1500,162.2000,0.0000,,
,,KCl,1.3920,423.1500,4.6240,0.0000,,
,,KCl,1.3920,473.1500,15.2100,0.0000,,
,,KCl,1.3920,523.1500,38.9000,0.0000,,
,,KCl,1.3920,573.1500,83.3200,0.0000,,
,,KCl,1.3920,623.1500,159.4000,0.0000,,
,,KCl,1.9040,423.1500,4.5380,0.0000,,
,,KCl,1.9040,473.1500,14.9700,0.0000,,
,,KCl,1.9040,523.1500,38.1300,0.0000,,
,,KCl,1.9040,573.1500,81.7800,0.0000,,
,,KCl,1.9040,623.1500,156.8000,0.0000,,
,,KCl,2.9540,423.1500,4.3880,0.0000,,
,,KCl,2.9540,473.1500,14.4300,0.0000,,
,,KCl,2.9540,523.1500,36.8100,0.0000,,
,,KCl,2.9540,573.1500,79.0200,0.0000,,
,,KCl,2.9540,623.1500,150.9000,0.0000,,
,,KCl,3.3880,423.1500,4.3200,0.0000,,
,,KCl,3.3880,473.1500,14.1700,0.0000,,
,,KCl,3.3880,523.1500,36.1200,0.0000,,
,,KCl,3.3880,573.1500,77.6200,0.0000,,
,,KCl,3.3880,623.1500,148.2000,0.0000,,
,,KCl,4.2830,423.1500,4.1570,0.0000,,
,,KCl,4.2830,473.1500,13.7100,0.0000,,
,,KCl,4.2830,523.1500,35.0000,0.0000,,
,,KCl,4.2830,573.1500,75.2600,0.0000,,
,,KCl,4.2830,623.1500,144.0000,0.0000,,
,,KCl,4.5280,423.1500,4.1310,0.0000,,
,,KCl,4.5280,473.1500,13.5700,0.0000,,
,,KCl,4.5280,523.1500,34.6500,0.0000,,
,,KCl,4.5280,573.1500,74.5600,0.0000,,
,,KCl,4.5280,623.1500,142.8000,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,Wt. %,Kelvin,kPa,,,
,,KCl,0.8070,327.5500,15.0200,0.0000,,
,,KCl,0.8070,333.4500,19.9700,0.0000,,
,,KCl,0.8070,342.4500,29.9700,0.0000,,
,,KCl,0.8070,349.1500,39.9700,0.0000,,
,,KCl,0.8070,354.5500,49.9700,0.0000,,
,,KCl,0.8070,359.1500,59.9700,0.0000,,
,,KCl,0.8070,363.0500,69.9700,0.0000,,
,,KCl,0.8070,366.5500,79.9700,0.0000,,
,,KCl,0.8070,370.1500,91.2800,0.0000,,
,,KCl,3.9300,327.4500,15.0200,0.0000,,
,,KCl,3.9300,333.4500,19.9700,0.0000,,
,,KCl,3.9300,342.5500,29.9700,0.0000,,
,,KCl,3.9300,349.2500,39.9700,0.0000,,
,,KCl,3.9300,354.6500,49.8700,0.0000,,
,,KCl,3.9300,359.2500,59.9700,0.0000,,
,,KCl,3.9300,363.2500,69.9700,0.0000,,
,,KCl,3.9300,366.7500,79.9700,0.0000,,
,,KCl,3.9300,370.3500,91.3900,0.0000,,
,,KCl,7.9430,327.6500,15.0200,0.0000,,
,,KCl,7.9430,333.8500,20.1700,0.0000,,
,,KCl,7.9430,342.7500,29.8600,0.0000,,
,,KCl,7.9430,349.4500,39.7600,0.0000,,
,,KCl,7.9430,355.1500,49.9700,0.0000,,
,,KCl,7.9430,359.6500,59.7700,0.0000,,
,,KCl,7.9430,363.7500,70.0700,0.0000,,
,,KCl,7.9430,367.2500,79.7700,0.0000,,
,,KCl,7.9430,371.0500,91.7900,0.0000,,
,,KCl,14.2340,328.4500,15.0200,0.0000,,
,,KCl,14.2340,334.4500,19.9700,0.0000,,
,,KCl,14.2340,343.6500,29.9700,0.0000,,
,,KCl,14.2340,350.5500,39.9700,0.0000,,
,,KCl,14.2340,356.0500,49.9700,0.0000,,
,,KCl,14.2340,360.8500,60.0700,0.0000,,
,,KCl,14.2340,364.8500,70.1700,0.0000,,
,,KCl,14.2340,368.4500,80.0700,0.0000,,
,,KCl,14.2340,371.9500,91.0800,0.0000,,
,,KCl,23.4660,330.4500,15.0200,0.0000,,
,,KCl,23.4660,336.5500,19.9700,0.0000,,
,,KCl,23.4660,345.6500,29.9700,0.0000,,
,,KCl,23.4660,352.5500,39.9700,0.0000,,
,,KCl,23.4660,358.1500,49.9700,0.0000,,
,,KCl,23.4660,362.7500,59.9700,0.0000,,
,,KCl,23.4660,366.9500,70.0700,0.0000,,
,,KCl,23.4660,370.4500,79.9700,0.0000,,
,,KCl,23.4660,374.1500,91.6900,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,mmHg,,,
,,KCl,4.6640,294.5700,16.2300,0.0000,,
,,KCl,4.8490,298.7700,20.7200,0.0000,,
,,KCl,4.9260,300.7100,23.2700,0.0000,,
,,KCl,5.1780,306.7900,32.4600,0.0000,,
,,KCl,5.4020,312.4600,43.7000,0.0000,,
,,KCl,5.5760,317.1800,55.6200,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.9900,313.5100,6.8700,0.0000,,
,,KCl,0.9900,353.2900,45.2800,0.0000,,
,,KCl,1.0100,373.1700,97.5500,0.0000,,
,,KCl,2.4900,313.1700,6.2700,0.0000,,
,,KCl,2.4900,373.2100,91.5900,0.0000,,
,,KCl,2.5000,353.1700,42.8500,0.0000,,
,,KCl,3.9900,313.1500,5.7800,0.0000,,
,,KCl,3.9900,353.1300,41.8600,0.0000,,
,,KCl,3.9900,373.1900,87.2100,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,1.4902,343.5500,21.3320,0.0000,,
,,KCl,1.4902,348.9500,27.9980,0.0000,,
,,KCl,1.4902,353.5500,34.6640,0.0000,,
,,KCl,1.4902,357.2500,41.3340,0.0000,,
,,KCl,1.4902,360.6500,47.9960,0.0000,,
,,KCl,1.4902,363.6500,54.6620,0.0000,,
,,KCl,1.4902,366.3500,61.3280,0.0000,,
,,KCl,1.4902,368.9500,67.9940,0.0000,,
,,KCl,1.4902,371.3500,74.6600,0.0000,,
,,KCl,1.4902,373.4500,81.3260,0.0000,,
,,KCl,1.4902,375.3500,87.9920,0.0000,,
,,KCl,1.4902,377.3500,94.6580,0.0000,,
,,KCl,1.4902,379.1500,101.3250,0.0000,,
,,KCl,1.4902,343.5500,21.3320,0.0000,,
,,KCl,1.4902,348.9500,27.9980,0.0000,,
,,KCl,1.4902,353.5500,34.6640,0.0000,,
,,KCl,1.4902,357.2500,41.3340,0.0000,,
,,KCl,1.4902,360.6500,47.9960,0.0000,,
,,KCl,1.4902,363.6500,54.6620,0.0000,,
,,KCl,1.4902,366.3500,61.3280,0.0000,,
,,KCl,1.4902,368.9500,67.9940,0.0000,,
,,KCl,1.4902,371.3500,74.6600,0.0000,,
,,KCl,1.4902,373.4500,81.3260,0.0000,,
,,KCl,1.4902,375.3500,87.9920,0.0000,,
,,KCl,1.4902,377.3500,94.6580,0.0000,,
,,KCl,1.4902,379.1500,101.3250,0.0000,,
,,KCl,5.7480,347.7500,21.3320,0.0000,,
,,KCl,5.7480,352.7500,27.9980,0.0000,,
,,KCl,5.7480,356.4500,34.6640,0.0000,,
,,KCl,5.7480,360.7500,41.3340,0.0000,,
,,KCl,5.7480,363.9500,47.9960,0.0000,,
,,KCl,5.7480,366.8500,54.6620,0.0000,,
,,KCl,5.7480,369.8500,61.3280,0.0000,,
,,KCl,5.7480,371.7500,67.9940,0.0000,,
,,KCl,5.7480,373.6500,74.6600,0.0000,,
,,KCl,5.7480,375.9500,81.3260,0.0000,,
,,KCl,5.7480,377.9500,87.9920,0.0000,,
,,KCl,5.7480,379.8500,94.6580,0.0000,,
,,KCl,5.7480,381.4500,101.3250,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,1.2750,303.1500,4.1000,0.0000,,
,,KCl,1.2750,313.1500,7.1300,0.0000,,
,,KCl,1.2750,323.1500,11.8900,0.0000,,
,,KCl,1.2750,333.1500,19.2100,0.0000,,
,,KCl,1.2750,343.1500,30.1300,0.0000,,
,,KCl,2.0100,303.1500,3.9900,0.0000,,
,,KCl,2.0100,313.1500,6.9200,0.0000,,
,,KCl,2.0100,323.1500,11.5800,0.0000,,
,,KCl,2.0100,333.1500,18.6900,0.0000,,
,,KCl,2.0100,343.1500,29.3300,0.0000,,
,,KCl,2.5550,303.1500,3.9300,0.0000,,
,,KCl,2.5550,313.1500,6.8000,0.0000,,
,,KCl,2.5550,323.1500,11.3600,0.0000,,
,,KCl,2.5550,333.1500,18.3200,0.0000,,
,,KCl,2.5550,343.1500,28.7100,0.0000,,
,,KCl,2.9170,303.1500,3.8800,0.0000,,
,,KCl,2.9170,313.1500,6.7100,0.0000,,
,,KCl,2.9170,323.1500,11.2300,0.0000,,
,,KCl,2.9170,333.1500,18.1200,0.0000,,
,,KCl,2.9170,343.1500,28.4100,0.0000,,
,,KCl,3.6870,303.1500,3.8000,0.0000,,
,,KCl,3.6870,313.1500,6.5600,0.0000,,
,,KCl,3.6870,323.1500,10.9300,0.0000,,
,,KCl,3.6870,333.1500,17.6000,0.0000,,
,,KCl,3.6870,343.1500,27.5700,0.0000,,
,,KCl,4.2860,303.1500,3.6800,0.0000,,
,,KCl,4.2860,313.1500,6.3700,0.0000,,
,,KCl,4.2860,323.1500,10.6300,0.0000,,
,,KCl,4.2860,333.1500,17.1800,0.0000,,
,,KCl,4.2860,343.1500,26.9700,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.6895,323.1500,12.0710,0.0000,,
,,KCl,0.6903,343.1500,30.4810,0.0000,,
,,KCl,1.0532,323.1500,11.9250,0.0000,,
,,KCl,1.0550,343.1500,30.1140,0.0000,,
,,KCl,1.6251,323.1500,11.6960,0.0000,,
,,KCl,1.6294,343.1500,29.5340,0.0000,,
,,KCl,2.1066,323.1500,11.5000,0.0000,,
,,KCl,2.1091,343.1500,29.0380,0.0000,,
,,KCl,3.2416,323.1500,11.0200,0.0000,,
,,KCl,3.2488,343.1500,27.8080,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,1.7250,348.1500,36.8300,0.0000,,
,,KCl,1.7250,353.1500,45.7400,0.0000,,
,,KCl,1.7250,358.1500,55.8900,0.0000,,
,,KCl,1.7250,363.1500,67.9500,0.0000,,
,,KCl,1.7250,368.1500,81.8800,0.0000,,
,,KCl,2.1340,348.1500,36.1500,0.0000,,
,,KCl,2.1340,353.1500,44.9000,0.0000,,
,,KCl,2.1340,358.1500,54.8400,0.0000,,
,,KCl,2.1340,363.1500,67.0300,0.0000,,
,,KCl,2.1340,368.1500,81.1600,0.0000,,
,,KCl,3.2240,348.1500,35.0200,0.0000,,
,,KCl,3.2240,353.1500,43.4300,0.0000,,
,,KCl,3.2240,358.1500,53.2500,0.0000,,
,,KCl,3.2240,363.1500,65.3700,0.0000,,
,,KCl,3.2240,368.1500,79.2100,0.0000,,
,,KCl,3.9510,348.1500,34.0700,0.0000,,
,,KCl,3.9510,353.1500,42.2300,0.0000,,
,,KCl,3.9510,358.1500,51.7500,0.0000,,
,,KCl,3.9510,363.1500,63.2400,0.0000,,
,,KCl,3.9510,368.1500,76.7500,0.0000,,
,,KCl,4.4080,348.1500,33.3900,0.0000,,
,,KCl,4.4080,353.1500,41.3300,0.0000,,
,,KCl,4.4080,358.1500,50.6200,0.0000,,
,,KCl,4.4080,363.1500,62.0000,0.0000,,
,,KCl,4.4080,368.1500,74.7700,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.5000,313.3100,7.1100,0.0000,,
,,KCl,0.5000,353.0800,47.2900,0.0000,,
,,KCl,1.0000,313.3100,6.7700,0.0000,,
,,KCl,1.0000,352.5500,46.1000,0.0000,,
,,KCl,2.5000,313.1600,6.6200,0.0000,,
,,KCl,2.5000,353.0900,45.4800,0.0000,,
,,KCl,3.9600,313.3700,6.5100,0.0000,,
,,KCl,4.0000,353.4000,44.3600,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.0000,298.1500,3.1667,0.0000,,
,,KCl,0.2000,298.1500,3.1460,0.0000,,
,,KCl,0.4000,298.1500,3.1261,0.0000,,
,,KCl,0.6000,298.1500,3.1059,0.0000,,
,,KCl,0.8000,298.1500,3.0871,0.0000,,
,,KCl,1.0000,298.1500,3.0687,0.0000,,
,,KCl,1.5000,298.1500,3.0157,0.0000,,
,,KCl,2.0000,298.1500,2.9655,0.0000,,
,,KCl,2.5000,298.1500,2.9167,0.0000,,
,,KCl,3.0000,298.1500,2.8660,0.0000,,
,,KCl,3.5000,298.1500,2.8116,0.0000,,
,,KCl,4.0000,298.1500,2.7592,0.0000,,
,,KCl,4.8100,298.1500,2.6693,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,Wt. %,Kelvin,kPa,,,
,,KCl,0.0000,313.1500,7.3594,0.0000,,
,,KCl,0.0000,323.1500,12.3190,0.0000,,
,,KCl,0.0000,333.1500,19.9050,0.0000,,
,,KCl,0.0000,343.1500,31.1708,0.0000,,
,,KCl,3.1600,313.1500,7.3327,0.0000,,
,,KCl,3.8000,333.1500,19.6117,0.0000,,
,,KCl,3.9000,313.1500,7.3194,0.0000,,
,,KCl,4.1400,343.1500,30.6908,0.0000,,
,,KCl,4.2300,323.1500,12.0123,0.0000,,
,,KCl,5.1500,333.1500,19.5184,0.0000,,
,,KCl,5.8200,313.1500,7.3061,0.0000,,
,,KCl,5.8500,343.1500,30.5975,0.0000,,
,,KCl,7.1600,343.1500,30.4775,0.0000,,
,,KCl,8.0800,333.1500,19.2384,0.0000,,
,,KCl,8.6800,313.1500,7.1461,0.0000,,
,,KCl,8.7400,343.1500,30.1842,0.0000,,
,,KCl,8.8100,323.1500,11.8790,0.0000,,
,,KCl,9.7700,313.1500,7.0794,0.0000,,
,,KCl,10.1800,343.1500,29.9175,0.0000,,
,,KCl,10.4300,313.1500,7.0528,0.0000,,
,,KCl,10.9100,323.1500,11.6790,0.0000,,
,,KCl,10.9100,333.1500,18.9451,0.0000,,
,,KCl,12.3500,343.1500,29.4909,0.0000,,
,,KCl,13.0300,313.1500,6.8928,0.0000,,
,,KCl,13.2700,333.1500,18.6385,0.0000,,
,,KCl,13.6600,343.1500,29.2376,0.0000,,
,,KCl,14.2700,323.1500,11.5057,0.0000,,
,,KCl,15.9200,333.1500,18.2652,0.0000,,
,,KCl,17.1100,343.1500,28.5843,0.0000,,
,,KCl,17.8400,313.1500,6.7061,0.0000,,
,,KCl,18.8000,313.1500,6.6795,0.0000,,
,,KCl,21.4600,323.1500,10.8924,0.0000,,
,,KCl,21.6100,333.1500,17.5186,0.0000,,
,,KCl,21.9200,343.1500,27.4111,0.0000,,
,,KCl,22.1300,313.1500,6.4261,0.0000,,
,,KCl,23.4100,313.1500,6.4528,0.0000,,
,,KCl,24.6400,333.1500,17.1186,0.0000,,
,,KCl,26.3200,323.1500,10.3858,0.0000,,
,,KCl,27.0000,343.1500,25.9979,0.0000,,
,,KCl,27.3000,313.1500,6.2661,0.0000,,
,,KCl,28.0000,333.1500,16.4920,0.0000,,
,,KCl,28.3800,343.1500,25.4379,0.0000,,
,,KCl,29.4400,313.1500,6.1462,0.0000,,
,,KCl,30.0000,323.1500,9.9592,0.0000,,
,,KCl,31.3000,333.1500,16.0387,0.0000,,
,,KCl,32.6000,343.1500,24.6113,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,1.2654,298.1500,3.0432,0.0000,,
,,KCl,1.3116,298.1500,3.0420,0.0000,,
,,KCl,3.3134,298.1500,2.8302,0.0000,,
,,KCl,4.0197,298.1500,2.7567,0.0000,,
,,KCl,4.0197,298.1500,2.7572,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.0000,298.1500,3.1672,0.0000,,
,,KCl,0.1000,298.1500,3.1567,0.0000,,
,,KCl,0.2000,298.1500,3.1464,0.0000,,
,,KCl,0.3000,298.1500,3.1363,0.0000,,
,,KCl,0.5000,298.1500,3.1163,0.0000,,
,,KCl,1.0000,298.1500,3.0657,0.0000,,
,,KCl,1.5000,298.1500,3.0163,0.0000,,
,,KCl,2.0000,298.1500,2.9655,0.0000,,
,,KCl,3.0000,298.1500,2.8615,0.0000,,
,,KCl,4.0000,298.1500,2.7414,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,kPa,,,
,,KCl,0.2000,298.1500,3.1455,0.0000,,
,,KCl,0.2000,298.1500,3.1448,0.0000,,
,,KCl,0.2000,298.1500,3.1479,0.0000,,
,,KCl,0.4000,298.1500,3.1260,0.0000,,
,,KCl,0.4000,298.1500,3.1265,0.0000,,
,,KCl,0.4000,298.1500,3.1257,0.0000,,
,,KCl,0.6000,298.1500,3.1067,0.0000,,
,,KCl,0.6000,298.1500,3.1049,0.0000,,
,,KCl,0.6000,298.1500,3.1061,0.0000,,
,,KCl,0.8000,298.1500,3.0916,0.0000,,
,,KCl,0.8000,298.1500,3.0826,0.0000,,
,,KCl,0.8000,298.1500,3.0832,0.0000,,
,,KCl,0.8000,298.1500,3.0838,0.0000,,
,,KCl,0.8000,298.1500,3.0902,0.0000,,
,,KCl,0.8000,298.1500,3.0831,0.0000,,
,,KCl,0.8000,298.1500,3.0907,0.0000,,
,,KCl,0.8000,298.1500,3.0919,0.0000,,
,,KCl,1.0000,298.1500,3.0714,0.0000,,
,,KCl,1.0000,298.1500,3.0644,0.0000,,
,,KCl,1.0000,298.1500,3.0699,0.0000,,
,,KCl,1.5000,298.1500,3.0168,0.0000,,
,,KCl,1.5000,298.1500,3.0151,0.0000,,
,,KCl,1.5000,298.1500,3.0152,0.0000,,
,,KCl,2.0000,298.1500,2.9647,0.0000,,
,,KCl,2.0000,298.1500,2.9652,0.0000,,
,,KCl,2.0000,298.1500,2.9664,0.0000,,
,,KCl,2.5000,298.1500,2.9191,0.0000,,
,,KCl,2.5000,298.1500,2.9179,0.0000,,
,,KCl,2.5000,298.1500,2.9132,0.0000,,
,,KCl,3.0000,298.1500,2.8628,0.0000,,
,,KCl,3.0000,298.1500,2.8666,0.0000,,
,,KCl,3.0000,298.1500,2.8688,0.0000,,
,,KCl,3.5000,298.1500,2.8142,0.0000,,
,,KCl,3.5000,298.1500,2.8118,0.0000,,
,,KCl,3.5000,298.1500,2.8088,0.0000,,
,,KCl,4.0000,298.1500,2.7632,0.0000,,
,,KCl,4.0000,298.1500,2.7571,0.0000,,
,,KCl,4.0000,298.1500,2.7615,0.0000,,
,,KCl,4.0000,298.1500,2.7548,0.0000,,
,,KCl,4.8100,298.1500,2.6655,0.0000,,
,,KCl,4.8100,298.1500,2.6727,0.0000,,
Component 1,KCl,KCl,,,,,,
,,KCl,mol/kg H2O,Kelvin,mmHg,,,
,,KCl,0.2500,298.1500,23.5600,0.0000,,
,,KCl,0.3750,298.1500,23.4600,0.0000,,
,,KCl,0.7500,298.1500,23.2000,0.0000,,
,,KCl,1.0000,298.1500,23.0300,0.0000,,
,,KCl,2.0270,298.1500,22.2700,0.0000,,
,,KCl,3.0010,298.1500,21.5300,0.0000,,
,,KCl,4.0150,298.1500,20.7200,0.0000,,
,,KCl,4.8100,298.1500,20.0400,0.0000,,
Component 1,NaCl,NaCl,,,,,,
,,NaCl,Wt. %,°C,atm,,,
,,NaCl,0.9560,100.1510,1.0000,0.0000,,
,,NaCl,1.9440,100.3080,1.0000,0.0000,,
,,NaCl,2.9160,100.4710,1.0000,0.0000,,
,,NaCl,3.9480,100.6480,1.0000,0.0000,,
,,NaCl,4.8980,100.8210,1.0000,0.0000,,
,,NaCl,5.8510,100.9960,1.0000,0.0000,,
,,NaCl,6.9380,101.1980,1.0000,0.0000,,
,,NaCl,8.1580,101.4530,1.0000,0.0000,,
,,NaCl,9.1580,101.6750,1.0000,0.0000,,
,,NaCl,10.2450,101.9000,1.0000,0.0000,,
,,NaCl,11.2460,102.1700,1.0000,0.0000,,
,,NaCl,12.2640,102.4100,1.0000,0.0000,,
,,NaCl,13.3460,102.6940,1.0000,0.0000,,
,,NaCl,14.3500,102.9550,1.0000,0.0000,,
,,NaCl,15.3620,103.2490,1.0000,0.0000,,
Component 1,NaCl,NaCl,,,,,,
,,NaCl,mol/kg H2O,Kelvin,kPa,,,
,,NaCl,1.2450,294.4600,2.4280,0.0000,,
,,NaCl,1.2450,299.2400,3.2370,0.0000,,
,,NaCl,1.2450,304.0300,4.2760,0.0000,,
,,NaCl,1.2450,308.8400,5.5940,0.0000,,
,,NaCl,1.2450,313.7400,7.2910,0.0000,,
,,NaCl,1.2450,318.5500,9.3770,0.0000,,
,,NaCl,1.2450,323.4700,12.0070,0.0000,,
,,NaCl,1.2450,328.3700,15.2390,0.0000,,
,,NaCl,1.2450,333.2600,19.1850,0.0000,,
,,NaCl,1.2450,338.1200,23.9450,0.0000,,
,,NaCl,1.2450,343.0700,29.7710,0.0000,,
,,NaCl,1.2450,347.9500,36.6500,0.0000,,
,,NaCl,1.2450,352.8900,44.9160,0.0000,,
,,NaCl,1.2450,357.8700,54.8090,0.0000,,
,,NaCl,1.2450,362.7500,66.1550,0.0000,,
,,NaCl,1.2450,367.9800,80.5670,0.0000,,
,,NaCl,1.6710,294.3400,2.3800,0.0000,,
,,NaCl,1.6710,299.1100,3.1690,0.0000,,
,,NaCl,1.6710,304.0100,4.2050,0.0000,,
,,NaCl,1.6710,308.8400,5.5100,0.0000,,
,,NaCl,1.6710,313.6700,7.1530,0.0000,,
,,NaCl,1.6710,318.5200,9.2180,0.0000,,
