Component,Chemical Formula,salt,Concentration,Temperature,Pressure,Pressure 1,Concentration 2,Pressure 2
,,LiHCO3+Li2CO3,0.0086,25.0000,0.0000,0.0000,0.0009,0.0000
,,LiHCO3+Li2CO3,0.0091,25.0000,0.0000,0.0000,0.0010,0.0000
,,LiHCO3+Li2CO3,0.0093,25.0000,0.0000,0.0000,0.0009,0.0000
,,LiHCO3+Li2CO3,0.0109,25.0000,0.0000,0.0000,0.0015,0.0000
,,LiHCO3+Li2CO3,0.0134,37.0000,0.0000,0.0000,0.0041,0.0000
,,LiHCO3+Li2CO3,0.0140,37.0000,0.0000,0.0000,0.0038,0.0000
,,LiHCO3+Li2CO3,0.0177,25.0000,0.0000,0.0000,0.0045,0.0000
,,LiHCO3+Li2CO3,0.0192,37.0000,0.0000,0.0000,0.0087,0.0000
,,LiHCO3+Li2CO3,0.0228,37.0000,0.0000,0.0000,0.0144,0.0000
,,LiHCO3+Li2CO3,0.0240,25.0000,0.0000,0.0000,0.0084,0.0000
,,LiHCO3+Li2CO3,0.0276,25.0000,0.0000,0.0000,0.0123,0.0000
,,LiHCO3+Li2CO3,0.0278,25.0000,0.0000,0.0000,0.0122,0.0000
,,LiHCO3+Li2CO3,0.0306,37.0000,0.0000,0.0000,0.0301,0.0000
,,LiHCO3+Li2CO3,0.0311,37.0000,0.0000,0.0000,0.0277,0.0000
,,LiHCO3+Li2CO3,0.0325,37.0000,0.0000,0.0000,0.0348,0.0000
,,LiHCO3+Li2CO3,0.0340,37.0000,0.0000,0.0000,0.0306,0.0000
,,LiHCO3+Li2CO3,0.0362,37.0000,0.0000,0.0000,0.0468,0.0000
,,LiHCO3+Li2CO3,0.0362,37.0000,0.0000,0.0000,0.0360,0.0000
,,LiHCO3+Li2CO3,0.0392,25.0000,0.0000,0.0000,0.0301,0.0000
,,LiHCO3+Li2CO3,0.0411,25.0000,0.0000,0.0000,0.0301,0.0000
,,LiHCO3+Li2CO3,0.0549,37.0000,0.0000,0.0000,0.1343,0.0000
,,LiHCO3+Li2CO3,0.0554,37.0000,0.0000,0.0000,0.1352,0.0000
,,LiHCO3+Li2CO3,0.0556,37.0000,0.0000,0.0000,0.1305,0.0000
,,LiHCO3+Li2CO3,0.0591,37.0000,0.0000,0.0000,0.1713,0.0000
Component 1,NaCl,NaCl+KCl,,,,,,
Component 2,KCl,NaCl+KCl,,,,,,
,,NaCl+KCl,mol/kg H2O,Kelvin,mmHg,,,
,,NaCl+KCl,0.6450,298.1500,22.9000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,303.1500,30.9000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,308.1500,40.7000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,313.1500,53.8000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,318.1500,69.8000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,323.1500,89.1000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,328.1500,114.7000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,333.1500,145.2000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,338.1500,182.1000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.6450,343.1500,225.9000,0.0000,0.3220,0.0000
,,NaCl+KCl,0.7770,298.1500,22.3000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,303.1500,30.1000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,308.1500,39.8000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,313.1500,52.3000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,318.1500,67.6000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,323.1500,87.1000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,328.1500,111.0000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,333.1500,141.0000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,338.1500,176.0000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.7770,343.1500,219.3000,0.0000,0.8450,0.0000
,,NaCl+KCl,0.9820,298.1500,22.0000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,303.1500,29.4000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,308.1500,39.0000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,313.1500,51.1000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,318.1500,66.5000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,323.1500,85.4000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,328.1500,108.8000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,333.1500,137.9000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,338.1500,174.3000,0.0000,1.1250,0.0000
,,NaCl+KCl,0.9820,343.1500,216.7000,0.0000,1.1250,0.0000
,,NaCl+KCl,1.9850,298.1500,20.6000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,303.1500,27.9000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,308.1500,37.0000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,313.1500,47.9000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,318.1500,62.5000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,323.1500,81.3000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,328.1500,103.2000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,333.1500,129.9000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,338.1500,164.0000,0.0000,1.3310,0.0000
,,NaCl+KCl,1.9850,343.1500,205.4000,0.0000,1.3310,0.0000
Component 1,NaCl,NaCl+KBr,,,,,,
Component 2,KBr,NaCl+KBr,,,,,,
,,NaCl+KBr,mol/kg H2O,Kelvin,kPa,,,
,,NaCl+KBr,0.4960,328.1500,15.2000,0.0000,0.5030,0.0000
,,NaCl+KBr,0.4990,323.1500,11.9500,0.0000,0.4980,0.0000
,,NaCl+KBr,0.4990,333.1500,19.1700,0.0000,0.5020,0.0000
,,NaCl+KBr,0.5010,318.1500,9.2300,0.0000,0.4990,0.0000
,,NaCl+KBr,0.9980,313.1500,6.8200,0.0000,1.0010,0.0000
,,NaCl+KBr,0.9980,323.1500,11.4900,0.0000,1.0040,0.0000
,,NaCl+KBr,0.9990,303.1500,3.9400,0.0000,1.0010,0.0000
,,NaCl+KBr,1.0000,333.1500,18.4800,0.0000,1.0010,0.0000
,,NaCl+KBr,1.0010,308.1500,5.2200,0.0000,0.9980,0.0000
,,NaCl+KBr,1.0010,328.1500,14.5900,0.0000,0.9990,0.0000
,,NaCl+KBr,1.0020,318.1500,8.9300,0.0000,0.9990,0.0000
,,NaCl+KBr,1.4960,308.1500,4.9900,0.0000,1.5020,0.0000
,,NaCl+KBr,1.4960,323.1500,11.0200,0.0000,1.5010,0.0000
,,NaCl+KBr,1.4990,318.1500,8.5300,0.0000,1.5010,0.0000
,,NaCl+KBr,1.4990,333.1500,17.7100,0.0000,1.5020,0.0000
,,NaCl+KBr,1.5000,303.1500,3.7700,0.0000,1.4980,0.0000
,,NaCl+KBr,1.5010,313.1500,6.5800,0.0000,1.4980,0.0000
,,NaCl+KBr,1.5020,328.1500,14.0100,0.0000,1.4970,0.0000
,,NaCl+KBr,1.9970,333.1500,16.9300,0.0000,1.9980,0.0000
,,NaCl+KBr,1.9980,313.1500,6.3000,0.0000,2.0010,0.0000
,,NaCl+KBr,1.9990,323.1500,10.5000,0.0000,1.9980,0.0000
,,NaCl+KBr,2.0000,303.1500,3.5900,0.0000,1.9990,0.0000
,,NaCl+KBr,2.0000,318.1500,8.1800,0.0000,2.0010,0.0000
,,NaCl+KBr,2.0010,308.1500,4.8000,0.0000,1.9980,0.0000
,,NaCl+KBr,2.0010,328.1500,13.3300,0.0000,1.9980,0.0000
Component 1,NaBr,NaBr+KCl,,,,,,
Component 2,KCl,NaBr+KCl,,,,,,
,,NaBr+KCl,mol/kg H2O,Kelvin,kPa,,,
,,NaBr+KCl,0.4990,323.1500,11.9400,0.0000,0.5010,0.0000
,,NaBr+KCl,0.5010,318.1500,9.2300,0.0000,0.5000,0.0000
,,NaBr+KCl,0.5010,328.1500,15.2000,0.0000,0.5000,0.0000
,,NaBr+KCl,0.5030,333.1500,19.1700,0.0000,0.4970,0.0000
,,NaBr+KCl,0.9970,328.1500,14.6000,0.0000,1.0040,0.0000
,,NaBr+KCl,0.9990,313.1500,6.8300,0.0000,0.9980,0.0000
,,NaBr+KCl,1.0000,303.1500,3.9400,0.0000,1.0020,0.0000
,,NaBr+KCl,1.0020,308.1500,5.2100,0.0000,0.9990,0.0000
,,NaBr+KCl,1.0020,323.1500,11.4900,0.0000,0.9990,0.0000
,,NaBr+KCl,1.0020,333.1500,18.4800,0.0000,1.0000,0.0000
,,NaBr+KCl,1.0030,318.1500,8.9100,0.0000,0.9990,0.0000
,,NaBr+KCl,1.4970,318.1500,8.5500,0.0000,1.5030,0.0000
,,NaBr+KCl,1.4980,313.1500,6.6000,0.0000,1.5000,0.0000
,,NaBr+KCl,1.4990,323.1500,11.0000,0.0000,1.4990,0.0000
,,NaBr+KCl,1.4990,333.1500,17.7100,0.0000,1.5030,0.0000
,,NaBr+KCl,1.5010,308.1500,5.0100,0.0000,1.4990,0.0000
,,NaBr+KCl,1.5010,328.1500,14.0000,0.0000,1.5020,0.0000
,,NaBr+KCl,1.5020,303.1500,3.7700,0.0000,1.4980,0.0000
,,NaBr+KCl,1.9980,333.1500,16.9100,0.0000,2.0010,0.0000
,,NaBr+KCl,1.9990,303.1500,3.6000,0.0000,2.0020,0.0000
,,NaBr+KCl,1.9990,313.1500,6.3200,0.0000,1.9990,0.0000
,,NaBr+KCl,1.9990,318.1500,8.2000,0.0000,2.0010,0.0000
,,NaBr+KCl,2.0010,308.1500,4.7900,0.0000,1.9980,0.0000
,,NaBr+KCl,2.0020,328.1500,13.3300,0.0000,1.9990,0.0000
,,NaBr+KCl,2.0030,323.1500,10.4900,0.0000,1.9980,0.0000
Component 1,KCl,KCl+K2SO4,,,,,,
Component 2,K2SO4,KCl+K2SO4,,,,,,
,,KCl+K2SO4,mol/kg H2O,°C,kPa,,,
,,KCl+K2SO4,3.9900,5.0000,0.7420,0.0000,0.0710,0.0000
,,KCl+K2SO4,4.1700,10.0000,1.0440,0.0000,0.0750,0.0000
,,KCl+K2SO4,4.3500,15.0000,1.4490,0.0000,0.0790,0.0000
,,KCl+K2SO4,4.5300,20.0000,1.9830,0.0000,0.0830,0.0000
,,KCl+K2SO4,4.7000,25.0000,2.6810,0.0000,0.0870,0.0000
,,KCl+K2SO4,4.8800,30.0000,3.5810,0.0000,0.0900,0.0000
,,KCl+K2SO4,5.0600,35.0000,4.7300,0.0000,0.0940,0.0000
,,KCl+K2SO4,5.2400,40.0000,6.1890,0.0000,0.0980,0.0000
,,KCl+K2SO4,5.4100,45.0000,7.9930,0.0000,0.1020,0.0000
,,KCl+K2SO4,5.5900,50.0000,10.2400,0.0000,0.1060,0.0000
Component 1,NH4NO3,NH4NO3+(NH4)2SO4,,,,,,
Component 2,(NH4)2SO4,NH4NO3+(NH4)2SO4,,,,,,
,,NH4NO3+(NH4)2SO4,mol/kg H2O,°C,mmHg,,,
,,NH4NO3+(NH4)2SO4,0.0000,25.0000,19.0400,0.0000,5.8200,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,30.0000,25.5000,0.0000,5.8200,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,40.0000,44.1300,0.0000,5.8200,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,50.0000,73.6200,0.0000,5.8200,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,55.0000,95.5400,0.0000,6.6300,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,60.0000,119.4600,0.0000,5.8200,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,60.0000,120.0300,0.0000,6.6300,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,65.0000,149.9100,0.0000,6.6300,0.0000
,,NH4NO3+(NH4)2SO4,0.0000,70.0000,186.2800,0.0000,6.6300,0.0000
,,NH4NO3+(NH4)2SO4,2.2800,25.0000,18.2300,0.0000,5.2600,0.0000
,,NH4NO3+(NH4)2SO4,2.2800,30.0000,24.3800,0.0000,5.2600,0.0000
,,NH4NO3+(NH4)2SO4,2.2800,40.0000,42.4300,0.0000,5.2600,0.0000
,,NH4NO3+(NH4)2SO4,2.2800,50.0000,70.3100,0.0000,5.2600,0.0000
,,NH4NO3+(NH4)2SO4,2.2800,60.0000,113.7300,0.0000,5.2600,0.0000
,,NH4NO3+(NH4)2SO4,3.5200,55.0000,89.1400,0.0000,5.5200,0.0000
,,NH4NO3+(NH4)2SO4,3.5200,60.0000,112.0500,0.0000,5.5200,0.0000
,,NH4NO3+(NH4)2SO4,3.5200,65.0000,142.2600,0.0000,5.5200,0.0000
,,NH4NO3+(NH4)2SO4,3.5200,70.0000,177.6300,0.0000,5.5200,0.0000
,,NH4NO3+(NH4)2SO4,6.4200,55.0000,84.1100,0.0000,4.8700,0.0000
,,NH4NO3+(NH4)2SO4,6.4200,60.0000,106.1600,0.0000,4.8700,0.0000
,,NH4NO3+(NH4)2SO4,6.4200,65.0000,133.1900,0.0000,4.8700,0.0000
,,NH4NO3+(NH4)2SO4,6.4200,70.0000,165.2700,0.0000,4.8700,0.0000
,,NH4NO3+(NH4)2SO4,7.2800,25.0000,17.2600,0.0000,4.1200,0.0000
,,NH4NO3+(NH4)2SO4,7.2800,30.0000,23.0100,0.0000,4.1200,0.0000
,,NH4NO3+(NH4)2SO4,7.2800,40.0000,39.8300,0.0000,4.1200,0.0000
,,NH4NO3+(NH4)2SO4,7.2800,50.0000,66.0900,0.0000,4.1200,0.0000
,,NH4NO3+(NH4)2SO4,7.2800,60.0000,106.1200,0.0000,4.1200,0.0000
,,NH4NO3+(NH4)2SO4,9.4800,25.0000,16.6400,0.0000,3.7600,0.0000
,,NH4NO3+(NH4)2SO4,9.4800,30.0000,22.2100,0.0000,3.7600,0.0000
,,NH4NO3+(NH4)2SO4,9.4800,40.0000,38.4500,0.0000,3.7600,0.0000
,,NH4NO3+(NH4)2SO4,9.4800,50.0000,63.4400,0.0000,3.7600,0.0000
,,NH4NO3+(NH4)2SO4,9.4800,60.0000,101.1300,0.0000,3.7600,0.0000
,,NH4NO3+(NH4)2SO4,13.6600,55.0000,77.5100,0.0000,3.5000,0.0000
,,NH4NO3+(NH4)2SO4,13.6600,60.0000,97.2700,0.0000,3.5000,0.0000
,,NH4NO3+(NH4)2SO4,13.6600,65.0000,121.9900,0.0000,3.5000,0.0000
,,NH4NO3+(NH4)2SO4,13.6600,70.0000,151.4000,0.0000,3.5000,0.0000
,,NH4NO3+(NH4)2SO4,14.2800,25.0000,15.7900,0.0000,2.9900,0.0000
,,NH4NO3+(NH4)2SO4,14.2800,30.0000,20.9200,0.0000,2.9900,0.0000
,,NH4NO3+(NH4)2SO4,14.2800,40.0000,35.9800,0.0000,2.9900,0.0000
,,NH4NO3+(NH4)2SO4,14.2800,50.0000,59.7800,0.0000,2.9900,0.0000
,,NH4NO3+(NH4)2SO4,14.2800,60.0000,95.9300,0.0000,2.9900,0.0000
,,NH4NO3+(NH4)2SO4,15.2600,25.0000,16.7200,0.0000,2.8600,0.0000
,,NH4NO3+(NH4)2SO4,15.2600,30.0000,20.8600,0.0000,2.8600,0.0000
,,NH4NO3+(NH4)2SO4,15.2600,40.0000,35.9900,0.0000,2.8600,0.0000
,,NH4NO3+(NH4)2SO4,15.2600,50.0000,59.5000,0.0000,2.8600,0.0000
,,NH4NO3+(NH4)2SO4,15.2600,60.0000,95.5900,0.0000,2.8600,0.0000
,,NH4NO3+(NH4)2SO4,17.1000,25.0000,15.5800,0.0000,2.4800,0.0000
,,NH4NO3+(NH4)2SO4,17.1000,30.0000,20.5600,0.0000,2.4800,0.0000
,,NH4NO3+(NH4)2SO4,17.1000,40.0000,34.8900,0.0000,2.4800,0.0000
,,NH4NO3+(NH4)2SO4,17.1000,50.0000,57.5900,0.0000,2.4800,0.0000
,,NH4NO3+(NH4)2SO4,17.1000,60.0000,92.6400,0.0000,2.4800,0.0000
,,NH4NO3+(NH4)2SO4,18.9600,25.0000,15.4600,0.0000,2.0200,0.0000
,,NH4NO3+(NH4)2SO4,18.9600,30.0000,20.4000,0.0000,2.0200,0.0000
,,NH4NO3+(NH4)2SO4,18.9600,40.0000,34.9300,0.0000,2.0200,0.0000
,,NH4NO3+(NH4)2SO4,18.9600,50.0000,57.7900,0.0000,2.0200,0.0000
,,NH4NO3+(NH4)2SO4,18.9600,60.0000,92.2300,0.0000,2.0200,0.0000
,,NH4NO3+(NH4)2SO4,19.8200,55.0000,70.2500,0.0000,2.8800,0.0000
,,NH4NO3+(NH4)2SO4,19.8200,60.0000,88.4400,0.0000,2.8800,0.0000
,,NH4NO3+(NH4)2SO4,19.8200,65.0000,110.7500,0.0000,2.8800,0.0000
,,NH4NO3+(NH4)2SO4,19.8200,70.0000,137.5200,0.0000,2.8800,0.0000
,,NH4NO3+(NH4)2SO4,20.5400,25.0000,14.8400,0.0000,1.7900,0.0000
,,NH4NO3+(NH4)2SO4,20.5400,30.0000,19.5500,0.0000,1.7900,0.0000
,,NH4NO3+(NH4)2SO4,20.5400,40.0000,33.1400,0.0000,1.7900,0.0000
,,NH4NO3+(NH4)2SO4,20.5400,50.0000,54.4400,0.0000,1.7900,0.0000
,,NH4NO3+(NH4)2SO4,20.5400,60.0000,86.5300,0.0000,1.7900,0.0000
,,NH4NO3+(NH4)2SO4,25.3000,25.0000,14.6100,0.0000,0.0000,0.0000
,,NH4NO3+(NH4)2SO4,25.3000,30.0000,19.4300,0.0000,0.0000,0.0000
,,NH4NO3+(NH4)2SO4,25.3000,40.0000,33.1300,0.0000,0.0000,0.0000
,,NH4NO3+(NH4)2SO4,25.3000,50.0000,54.6300,0.0000,0.0000,0.0000
,,NH4NO3+(NH4)2SO4,25.3000,60.0000,86.4800,0.0000,0.0000,0.0000
