Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8733582090,0.2603307882,0.7396692118,0.9677150877,0.9090198363,1.8519012821,0.9607691428,5.5557038463,-0.1354094878,-0.0400211248
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8760895522,0.2570163220,0.7429836780,0.9682507564,0.9104392418,1.8201671501,0.9622712994,5.4605014504,-0.1322869647,-0.0384588520
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8788208955,0.2536551693,0.7463448307,0.9687897094,0.9118702391,1.7882738627,0.9637565279,5.3648215880,-0.1291741614,-0.0369165807
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8815522388,0.2502458158,0.7497541842,0.9693320596,0.9133131906,1.7562153450,0.9652244683,5.2686460350,-0.1260710176,-0.0353945950
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8842835821,0.2467866703,0.7532133297,0.9698779251,0.9147684761,1.7239852358,0.9666747436,5.1719557073,-0.1229774736,-0.0338931963
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8870149254,0.2432760586,0.7567239414,0.9704274300,0.9162364944,1.6915768675,0.9681069580,5.0747306026,-0.1198934700,-0.0324127040
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8897462687,0.2397122181,0.7602877819,0.9709807044,0.9177176641,1.6589832461,0.9695206963,4.9769497382,-0.1168189483,-0.0309534572
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8924776119,0.2360932911,0.7639067089,0.9715378849,0.9192124253,1.6261970275,0.9709155222,4.8785910826,-0.1137538503,-0.0295158153
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8952089552,0.2324173179,0.7675826821,0.9720991154,0.9207212412,1.5932104938,0.9722909770,4.7796314814,-0.1106981184,-0.0281001602
Li2C6H4S2O6,25.0000000000,190.0510000000,0.8979402985,0.2286822292,0.7713177708,0.9726645471,0.9222445995,1.5600155253,0.9736465781,4.6800465760,-0.1076516956,-0.0267068974
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9006716418,0.2248858373,0.7751141627,0.9732343395,0.9237830145,1.5266035719,0.9749818168,4.5798107158,-0.1046145253,-0.0253364576
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9034029851,0.2210258273,0.7789741727,0.9738086607,0.9253370286,1.4929656202,0.9762961571,4.4788968605,-0.1015865515,-0.0239892990
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9061343284,0.2170997464,0.7829002536,0.9743876883,0.9269072154,1.4590921582,0.9775890330,4.3772764747,-0.0985677186,-0.0226659089
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9088656716,0.2131049933,0.7868950067,0.9749716100,0.9284941811,1.4249731369,0.9788598466,4.2749194107,-0.0955579717,-0.0213668065
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9115970149,0.2090388050,0.7909611950,0.9755606243,0.9300985677,1.3905979267,0.9801079655,4.1717937802,-0.0925572562,-0.0200925445
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9143283582,0.2048982436,0.7951017564,0.9761549418,0.9317210561,1.3559552711,0.9813327200,4.0678658134,-0.0895655180,-0.0188437128
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9170597015,0.2006801810,0.7993198190,0.9767547855,0.9333623686,1.3210332339,0.9825334000,3.9630997018,-0.0865827036,-0.0176209409
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9197910448,0.1963812816,0.8036187184,0.9773603927,0.9350232734,1.2858191419,0.9837092519,3.8574574257,-0.0836087600,-0.0164249013
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9225223881,0.1919979839,0.8080020161,0.9779720157,0.9367045877,1.2502995208,0.9848594746,3.7508985624,-0.0806436345,-0.0152563134
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9252537313,0.1875264788,0.8124735212,0.9785899230,0.9384071829,1.2144600240,0.9859832152,3.6433800720,-0.0776872749,-0.0141159476
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9279850746,0.1829626867,0.8170373133,0.9792144013,0.9401319889,1.1782853534,0.9870795650,3.5348560601,-0.0747396297,-0.0130046298
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9307164179,0.1783022304,0.8216977696,0.9798457570,0.9418800001,1.1417591706,0.9881475536,3.4252775119,-0.0718006476,-0.0119232466
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9334477612,0.1735404053,0.8264595947,0.9804843177,0.9436522813,1.1048639980,0.9891861437,3.3145919940,-0.0688702777,-0.0108727510
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9361791045,0.1686721460,0.8313278540,0.9811304348,0.9454499748,1.0675811069,0.9901942243,3.2027433206,-0.0659484699,-0.0098541689
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9389104478,0.1636919880,0.8363080120,0.9817844857,0.9472743082,1.0298903920,0.9911706035,3.0896711761,-0.0630351741,-0.0088686066
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9416417910,0.1585940242,0.8414059758,0.9824468764,0.9491266033,0.9917702300,0.9921140002,2.9753106901,-0.0601303410,-0.0079172588
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9443731343,0.1533718558,0.8466281442,0.9831180447,0.9510082860,0.9531973183,0.9930230349,2.8595919550,-0.0572339215,-0.0070014180
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9471044776,0.1480185355,0.8519814645,0.9837984635,0.9529208981,0.9141464926,0.9938962190,2.7424394778,-0.0543458671,-0.0061224852
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9498358209,0.1425265030,0.8574734970,0.9844886448,0.9548661101,0.8745905183,0.9947319429,2.6237715549,-0.0514661294,-0.0052819822
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9525671642,0.1368875102,0.8631124898,0.9851891444,0.9568457363,0.8344998521,0.9955284620,2.5034995564,-0.0485946609,-0.0044815653
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9552985075,0.1310925349,0.8689074651,0.9859005667,0.9588617521,0.7938423678,0.9962838807,2.3815271035,-0.0457314141,-0.0037230412
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9580298507,0.1251316803,0.8748683197,0.9866235713,0.9609163141,0.7525830399,0.9969961346,2.2577491198,-0.0428763421,-0.0030083861
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9607611940,0.1189940583,0.8810059417,0.9873588792,0.9630117826,0.7106835774,0.9976629688,2.1320507323,-0.0400293983,-0.0023397663
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9634925373,0.1126676519,0.8873323481,0.9881072816,0.9651507494,0.6681019974,0.9982819139,2.0043059923,-0.0371905366,-0.0017195637
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9662238806,0.1061391540,0.8938608460,0.9888696489,0.9673360689,0.6247921270,0.9988502566,1.8743763809,-0.0343597112,-0.0011504049
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9689552239,0.0993937752,0.9006062248,0.9896469423,0.9695708953,0.5807030174,0.9993650063,1.7421090523,-0.0315368767,-0.0006351954
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9716865672,0.0924150160,0.9075849840,0.9904402261,0.9718587268,0.5357782535,0.9998228553,1.6073347604,-0.0287219883,-0.0001771604
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9744179104,0.0851843934,0.9148156066,0.9912506845,0.9742034577,0.4899551322,1.0002201314,1.4698653966,-0.0259150012,0.0002201072
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9771492537,0.0776811104,0.9223188896,0.9920796392,0.9766094409,0.4431636827,1.0005527417,1.3294910482,-0.0231158712,0.0005525890
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9798805970,0.0698816555,0.9301183445,0.9929285725,0.9790815640,0.3953254881,1.0008161046,1.1859764643,-0.0203245545,0.0008157718
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9826119403,0.0617593118,0.9382406882,0.9937991544,0.9816253402,0.3463522600,1.0010050679,1.0390567799,-0.0175410076,0.0010045632
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9853432836,0.0532835522,0.9467164478,0.9946932756,0.9842470201,0.2961441022,1.0011138093,0.8884323067,-0.0147651873,0.0011131894
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9880746269,0.0444192867,0.9555807133,0.9956130881,0.9869537301,0.2445873801,1.0011357136,0.7337621404,-0.0119970508,0.0011350692
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9908059701,0.0351259179,0.9648740821,0.9965610563,0.9897536423,0.1915520843,1.0010632220,0.5746562530,-0.0092365558,0.0010626572
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9935373134,0.0253561441,0.9746438559,0.9975400193,0.9926561892,0.1368885435,1.0008876429,0.4106656305,-0.0064836601,0.0008872492
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9962686567,0.0150544265,0.9849455735,0.9985532705,0.9956723335,0.0804232880,1.0005989151,0.2412698641,-0.0037383221,0.0005987358
Li2C6H4S2O6,25.0000000000,190.0510000000,0.9990000000,0.0041550054,0.9958449946,0.9996046587,0.9988149130,0.0219537991,1.0001853066,0.0658613974,-0.0010005003,0.0001852894
C2H6S2O6,25.0000000000,190.1980000000,0.4764000000,0.5109260710,0.4890739290,0.9099602476,0.7711007977,5.4925953586,0.6178180614,16.4777860757,-0.7414974415,-0.4815612639
C2H6S2O6,25.0000000000,190.1980000000,0.4842000000,0.5071005381,0.4928994619,0.9112065593,0.7737913640,5.4091594223,0.6257500698,16.2274782669,-0.7252572345,-0.4688042372
C2H6S2O6,25.0000000000,190.1980000000,0.4920000000,0.5032503528,0.4967496472,0.9124448925,0.7764760111,5.3264833632,0.6336319383,15.9794500896,-0.7092765625,-0.4562870320
C2H6S2O6,25.0000000000,190.1980000000,0.4998000000,0.4993746500,0.5006253500,0.9136755211,0.7791551896,5.2445437111,0.6414639942,15.7336311333,-0.6935472606,-0.4440022241
C2H6S2O6,25.0000000000,190.1980000000,0.5076000000,0.4954725315,0.5045274685,0.9148987173,0.7818293554,5.1633173758,0.6492465351,15.4899521274,-0.6780615431,-0.4319427652
C2H6S2O6,25.0000000000,190.1980000000,0.5154000000,0.4915430640,0.5084569360,0.9161147519,0.7844989704,5.0827816157,0.6569798298,15.2483448472,-0.6628119808,-0.4201019615
C2H6S2O6,25.0000000000,190.1980000000,0.5232000000,0.4875852771,0.5124147229,0.9173238945,0.7871645035,5.0029140068,0.6646641175,15.0087420205,-0.6477914788,-0.4084734525
C2H6S2O6,25.0000000000,190.1980000000,0.5310000000,0.4835981608,0.5164018392,0.9185264142,0.7898264313,4.9236924114,0.6722996078,14.7710772343,-0.6329932577,-0.3970511928
C2H6S2O6,25.0000000000,190.1980000000,0.5388000000,0.4795806626,0.5204193374,0.9197225798,0.7924852388,4.8450949469,0.6798864807,14.5352848406,-0.6184108344,-0.3858294349
C2H6S2O6,25.0000000000,190.1980000000,0.5466000000,0.4755316852,0.5244683148,0.9209126602,0.7951414207,4.7670999539,0.6874248854,14.3012998618,-0.6040380055,-0.3748027130
C2H6S2O6,25.0000000000,190.1980000000,0.5544000000,0.4714500832,0.5285499168,0.9220969247,0.7977954818,4.6896859651,0.6949149408,14.0690578952,-0.5898688311,-0.3639658282
C2H6S2O6,25.0000000000,190.1980000000,0.5622000000,0.4673346598,0.5326653402,0.9232756439,0.8004479385,4.6128316716,0.7023567342,13.8384950148,-0.5758976205,-0.3533138357
C2H6S2O6,25.0000000000,190.1980000000,0.5700000000,0.4631841632,0.5368158368,0.9244490896,0.8030993201,4.5365158907,0.7097503207,13.6095476722,-0.5621189182,-0.3428420317
C2H6S2O6,25.0000000000,190.1980000000,0.5778000000,0.4589972832,0.5410027168,0.9256175356,0.8057501691,4.4607175312,0.7170957230,13.3821525935,-0.5485274910,-0.3325459425
C2H6S2O6,25.0000000000,190.1980000000,0.5856000000,0.4547726463,0.5452273537,0.9267812581,0.8084010434,4.3854155580,0.7243929294,13.1562466741,-0.5351183163,-0.3224213136
C2H6S2O6,25.0000000000,190.1980000000,0.5934000000,0.4505088118,0.5494911882,0.9279405363,0.8110525175,4.3105889562,0.7316418939,12.9317668686,-0.5218865711,-0.3124641007
C2H6S2O6,25.0000000000,190.1980000000,0.6012000000,0.4462042665,0.5537957335,0.9290956530,0.8137051836,4.2362166923,0.7388425343,12.7086500768,-0.5088276211,-0.3026704602
C2H6S2O6,25.0000000000,190.1980000000,0.6090000000,0.4418574192,0.5581425808,0.9302468949,0.8163596535,4.1622776746,0.7459947308,12.4868330238,-0.4959370113,-0.2930367420
C2H6S2O6,25.0000000000,190.1980000000,0.6168000000,0.4374665950,0.5625334050,0.9313945538,0.8190165606,4.0887507114,0.7530983251,12.2662521343,-0.4832104567,-0.2835594819
C2H6S2O6,25.0000000000,190.1980000000,0.6246000000,0.4330300287,0.5669699713,0.9325389268,0.8216765614,4.0156144664,0.7601531178,12.0468433992,-0.4706438341,-0.2742353951
C2H6S2O6,25.0000000000,190.1980000000,0.6324000000,0.4285458575,0.5714541425,0.9336803172,0.8243403378,3.9428474114,0.7671588675,11.8285422343,-0.4582331736,-0.2650613706
C2H6S2O6,25.0000000000,190.1980000000,0.6402000000,0.4240121133,0.5759878867,0.9348190356,0.8270085996,3.8704277764,0.7741152877,11.6112833293,-0.4459746514,-0.2560344659
C2H6S2O6,25.0000000000,190.1980000000,0.6480000000,0.4194267140,0.5805732860,0.9359554005,0.8296820866,3.7983334953,0.7810220451,11.3950004859,-0.4338645826,-0.2471519028
C2H6S2O6,25.0000000000,190.1980000000,0.6558000000,0.4147874538,0.5852125462,0.9370897391,0.8323615717,3.7265421478,0.7878787564,11.1796264435,-0.4218994146,-0.2384110634
C2H6S2O6,25.0000000000,190.1980000000,0.6636000000,0.4100919928,0.5899080072,0.9382223888,0.8350478642,3.6550308969,0.7946849857,10.9650926908,-0.4100757207,-0.2298094872
C2H6S2O6,25.0000000000,190.1980000000,0.6714000000,0.4053378448,0.5946621552,0.9393536981,0.8377418124,3.5837764201,0.8014402410,10.7513292604,-0.3983901944,-0.2213448686
C2H6S2O6,25.0000000000,190.1980000000,0.6792000000,0.4005223647,0.5994776353,0.9404840280,0.8404443081,3.5127548353,0.8081439704,10.5382645059,-0.3868396440,-0.2130150552
C2H6S2O6,25.0000000000,190.1980000000,0.6870000000,0.3956427335,0.6043572665,0.9416137531,0.8431562905,3.4419416189,0.8147955578,10.3258248566,-0.3754209868,-0.2048180465
C2H6S2O6,25.0000000000,190.1980000000,0.6948000000,0.3906959420,0.6093040580,0.9427432638,0.8458787508,3.3713115159,0.8213943185,10.1139345478,-0.3641312446,-0.1967519944
C2H6S2O6,25.0000000000,190.1980000000,0.7026000000,0.3856787727,0.6143212273,0.9438729673,0.8486127375,3.3008384411,0.8279394934,9.9025153234,-0.3529675392,-0.1888152029
C2H6S2O6,25.0000000000,190.1980000000,0.7104000000,0.3805877788,0.6194122212,0.9450032900,0.8513593622,3.2304953684,0.8344302436,9.6914861052,-0.3419270873,-0.1810061300
C2H6S2O6,25.0000000000,190.1980000000,0.7182000000,0.3754192615,0.6245807385,0.9461346797,0.8541198060,3.1602542084,0.8408656432,9.4807626251,-0.3310071972,-0.1733233902
C2H6S2O6,25.0000000000,190.1980000000,0.7260000000,0.3701692432,0.6298307568,0.9472676078,0.8568953269,3.0900856712,0.8472446718,9.2702570136,-0.3202052642,-0.1657657574
C2H6S2O6,25.0000000000,190.1980000000,0.7338000000,0.3648334380,0.6351665620,0.9484025721,0.8596872685,3.0199591126,0.8535662059,9.0598773377,-0.3095187671,-0.1583321699
C2H6S2O6,25.0000000000,190.1980000000,0.7416000000,0.3594072178,0.6405927822,0.9495401001,0.8624970687,2.9498423599,0.8598290092,8.8495270796,-0.2989452647,-0.1510217360
C2H6S2O6,25.0000000000,190.1980000000,0.7494000000,0.3538855737,0.6461144263,0.9506807524,0.8653262711,2.8797015156,0.8660317212,8.6391045467,-0.2884823926,-0.1438337415
C2H6S2O6,25.0000000000,190.1980000000,0.7572000000,0.3482630711,0.6517369289,0.9518251267,0.8681765372,2.8095007336,0.8721728445,8.4285022007,-0.2781278596,-0.1367676585
C2H6S2O6,25.0000000000,190.1980000000,0.7650000000,0.3425337992,0.6574662008,0.9529738624,0.8710496601,2.7392019637,0.8782507301,8.2176058912,-0.2678794452,-0.1298231565
C2H6S2O6,25.0000000000,190.1980000000,0.7728000000,0.3366913117,0.6633086883,0.9541276463,0.8739475812,2.6687646588,0.8842635607,8.0062939763,-0.2577349961,-0.1230001152
C2H6S2O6,25.0000000000,190.1980000000,0.7806000000,0.3307285582,0.6692714418,0.9552872181,0.8768724086,2.5981454364,0.8902093307,7.7944363092,-0.2476924242,-0.1162986408
C2H6S2O6,25.0000000000,190.1980000000,0.7884000000,0.3246378045,0.6753621955,0.9564533780,0.8798264392,2.5272976882,0.8960858243,7.5818930646,-0.2377497037,-0.1097190845
C2H6S2O6,25.0000000000,190.1980000000,0.7962000000,0.3184105389,0.6815894611,0.9576269947,0.8828121839,2.4561711242,0.9018905884,7.3685133727,-0.2279048684,-0.1032620652
C2H6S2O6,25.0000000000,190.1980000000,0.8040000000,0.3120373620,0.6879626380,0.9588090153,0.8858323978,2.3847112403,0.9076209021,7.1541337208,-0.2181560098,-0.0969284963
C2H6S2O6,25.0000000000,190.1980000000,0.8118000000,0.3055078562,0.6944921438,0.9600004768,0.8888901152,2.3128586912,0.9132737401,6.9385760735,-0.2085012746,-0.0907196185
C2H6S2O6,25.0000000000,190.1980000000,0.8196000000,0.2988104299,0.7011895701,0.9612025193,0.8919886912,2.2405485494,0.9188457298,6.7216456481,-0.1989388626,-0.0846370382
C2H6S2O6,25.0000000000,190.1980000000,0.8274000000,0.2919321315,0.7080678685,0.9624164025,0.8951318521,2.1677094227,0.9243331002,6.5031282682,-0.1894670250,-0.0786827742
C2H6S2O6,25.0000000000,190.1980000000,0.8352000000,0.2848584244,0.7151415756,0.9636435250,0.8983237547,2.0942623975,0.9297316203,6.2827871925,-0.1800840619,-0.0728593148
C2H6S2O6,25.0000000000,190.1980000000,0.8430000000,0.2775729138,0.7224270862,0.9648854473,0.9015690589,2.0201197643,0.9350365252,6.0603592929,-0.1707883210,-0.0671696861
C2H6S2O6,25.0000000000,190.1980000000,0.8508000000,0.2700570117,0.7299429883,0.9661439208,0.9048730157,1.9451834712,0.9402424265,5.8355504136,-0.1615781957,-0.0616175364
C2H6S2O6,25.0000000000,190.1980000000,0.8586000000,0.2622895247,0.7377104753,0.9674209218,0.9082415753,1.8693432318,0.9453432032,5.6080296954,-0.1524521232,-0.0562072395
C2H6S2O6,25.0000000000,190.1980000000,0.8664000000,0.2542461397,0.7457538603,0.9687186952,0.9116815203,1.7924741932,0.9503318656,5.3774225795,-0.1434085833,-0.0509440232
C2H6S2O6,25.0000000000,190.1980000000,0.8742000000,0.2458987782,0.7541012218,0.9700398072,0.9152006324,1.7144340383,0.9552003889,5.1433021150,-0.1344460966,-0.0458341292
C2H6S2O6,25.0000000000,190.1980000000,0.8820000000,0.2372147773,0.7627852227,0.9713872124,0.9188079016,1.6350593560,0.9599395025,4.9051780679,-0.1255632230,-0.0408850147
C2H6S2O6,25.0000000000,190.1980000000,0.8898000000,0.2281558400,0.7718441600,0.9727643385,0.9225137916,1.5541610523,0.9645384254,4.6624831569,-0.1167585606,-0.0361056077
C2H6S2O6,25.0000000000,190.1980000000,0.8976000000,0.2186766755,0.7813233245,0.9741751944,0.9263305801,1.4715185040,0.9689845281,4.4145555120,-0.1080307442,-0.0315066341
C2H6S2O6,25.0000000000,190.1980000000,0.9054000000,0.2087232184,0.7912767816,0.9756245095,0.9302727981,1.3868720457,0.9732628986,4.1606161370,-0.0993784440,-0.0271010394
C2H6S2O6,25.0000000000,190.1980000000,0.9132000000,0.1982302699,0.8017697301,0.9771179141,0.9343578030,1.2999132498,0.9773557807,3.8997397495,-0.0908003643,-0.0229045369
C2H6S2O6,25.0000000000,190.1980000000,0.9210000000,0.1871183423,0.8128816577,0.9786621744,0.9386065296,1.2102722944,0.9812418420,3.6308168833,-0.0822952427,-0.0189363238
C2H6S2O6,25.0000000000,190.1980000000,0.9288000000,0.1752894008,0.8247105992,0.9802655004,0.9430444786,1.1175015507,0.9848952209,3.3525046520,-0.0738618486,-0.0152200182
C2H6S2O6,25.0000000000,190.1980000000,0.9366000000,0.1626210941,0.8373789059,0.9819379423,0.9477030095,1.0210544823,0.9882842943,3.0631634469,-0.0654989822,-0.0117848754
C2H6S2O6,25.0000000000,190.1980000000,0.9444000000,0.1489589806,0.8510410194,0.9836918908,0.9526209964,0.9202593794,0.9913701289,2.7607781381,-0.0572054738,-0.0086673241
C2H6S2O6,25.0000000000,190.1980000000,0.9522000000,0.1341063338,0.8658936662,0.9855426573,0.9578468180,0.8142893997,0.9941046753,2.4428681990,-0.0489801822,-0.0059127708
C2H6S2O6,25.0000000000,190.1980000000,0.9600000000,0.1178118315,0.8821881685,0.9875090042,0.9634403455,0.7021367956,0.9964291038,2.1064103868,-0.0408219945,-0.0035772871
C2H6S2O6,25.0000000000,190.1980000000,0.9678000000,0.0997583093,0.9002416907,0.9896131529,0.9694736047,0.5826181541,0.9982736975,1.7478544623,-0.0327298246,-0.0017277943
C2H6S2O6,25.0000000000,190.1980000000,0.9756000000,0.0795651468,0.9204348532,0.9918788643,0.9760259852,0.4544895136,0.9995635514,1.3634685409,-0.0247026126,-0.0004365439
C2H6S2O6,25.0000000000,190.1980000000,0.9834000000,0.0568431548,0.9431568452,0.9943238946,0.9831628231,0.3168752403,1.0002412387,0.9506257208,-0.0167393240,0.0002412096
C2H6S2O6,25.0000000000,190.1980000000,0.9912000000,0.0313941212,0.9686058788,0.9969394581,0.9908742338,0.1704100813,1.0003287665,0.5112302440,-0.0088389487,0.0003287125
C2H6S2O6,25.0000000000,190.1980000000,0.9990000000,0.0036561806,0.9963438194,0.9996525472,0.9989583655,0.0192935643,1.0000416780,0.0578806929,-0.0010005003,0.0000416771
C6H6S2O6,25.0000000000,238.2410000000,0.8707000000,0.2988643510,0.7011356490,0.9687742822,0.9118292374,1.7891862925,0.9548937063,5.3675588776,-0.1384577931,-0.0461552470
